1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5d: Color For ,5e: Color Pattern For,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Herbaceous,Terrestrial,Hills / Scrub,Uncommon,Medium Patch (12-120),Tiny (<5cm),Creeper Vine,Radial,Fibrous,Smooth,Green,N/A,Smooth,Yellow,N/A,Waxy,Green & Violet,Solid & Luminescent,Broad,Random Interval,Spatulate (Spoon),Smooth,Hairy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Singles (1),Rough,Violet,N/A,Seeds,Nut,Animal,Compound,Disc,Avg. (1-5cm),Curly,Velvety,Branch Points,Sweet,Annual (Once),Smooth,Green,Solid,4-9,2-4,Parasitic,Light,Non-Sentient,N/A,Edible,Ground,N/A,Edible,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Raw,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Huge (>10m),Stem / Trunk,Radial,Rhizoid,Smooth,Violet,N/A,Smooth,Orange,N/A,Other,Green,N/A,Broad,Terminal,Falcate (Sickle),Undulate,Scaly,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Waxy,Brown,N/A,Seeds,Grain,Animal,Compound,Sphere,Avg. (1-5cm),Toothed & Round,Velvety,Stem / Trunk,Sweet,Annual (Once),Smooth,Black,Patches,4-9,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Poultice,Insecticide,N/A,N/A,N/A,Medicinal / Other,Vapor / Smoke,Detergent,Nutritious / Tasty,Ground,N/A,Medicinal / Other,Decoction,Antipyretic,
Woody,Terrestrial,Mountains,Very Common,Large Patch (120+),Average (25cm-1m),Stem / Trunk,Random,Rhizoid,Rough,Blue,N/A,Smooth,Green,N/A,Flaky,Brown,N/A,Blades,Stem / Trunk,Cuneate (Wedge Accute Base),Spiny,Waxy,Parallel (Veins Arranged Axially Not Intersecting),Whorls (3-5),Flaky,Blue,N/A,Budding / Fragmentation,Nut,Wind,Single,Funnel,Avg. (1-5cm),Curly,Velvety,Branch Points,Sweet,Perennial (Yearly),Waxy,Brown,Solid,10+,1,Decay,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Ground,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Boiled,N/A,Non-Edible,N/A,N/A,Edible,Blanched,N/A,
Woody,Terrestrial,Forest / Jungle,Very Common,Medium Patch (12-120),Huge (>10m),Colonial Mass,Radial,Fibrous,Smooth,Green,N/A,Smooth,Black,N/A,Rough,Green,N/A,Broad,Regular Interval,Cuneate (Wedge Accute Base),Sinuate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Rough,Violet,N/A,Seeds,Nut,Animal,Single,Funnel,Small (5-10mm),Toothed,Hairy,Terminal,Musky,Poly-Annual (2-7 Years),Smooth,Green,Mottled,4-9,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Infusion,Antifungal,Medicinal / Other,Fomentation,Re-Roll,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Fungus,Aquatic,Salt Water,Very Rare,Solitary (1-2),Small (5-25cm),Stem / Trunk,None,Bulb,Other,Green,N/A,Scaly,Grey,N/A,Flaky,Red,N/A,Needles,Terminal,Obovate (Egg Narrow at Base),Undulate & Smooth,Waxy,Palmate (Several Primary Veins Diverging from a Point),Pairs (2),Smooth,Yellow,N/A,Seeds,Spore,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,Touch,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Dried,N/A,
Woody,Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Large (1-10m),Stem / Trunk,Random,Fibrous,Scaly,Yellow,N/A,Smooth,Brown,N/A,Smooth,Red,N/A,Needles,Random Interval,Deltoid (Triangular),Lobate,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Rough,Orange,N/A,Suckers,Nut,Animal,Bunches,Funnel,Avg. (1-5cm),Round,Waxy,Branch Points,Sweet,Perennial (Yearly),Smooth,Violet,Solid,10+,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Vapor / Smoke,Antiphlogistic,
Woody,Terrestrial,Plains / Savannah,Very Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Waxy,Green,N/A,Scaly,Red,N/A,Rough,Brown,N/A,Needles,Regular Interval,Falcate (Sickle),Serate,Scaly,Parallel (Veins Arranged Axially Not Intersecting),Pairs (2),Waxy,Green,N/A,Seeds,Fruit,Animal,Pairs,Cone,Small (5-10mm),Blade,Hairy,Branch Points,Sweet,Other,Smooth,Green,Night Blooming,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Tincture,Antinauseant,Edible,Roasted,N/A,Medicinal / Other,Syrup,Oil,Edible,Ground,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Rare,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,None,Tap,Smooth,White,N/A,Smooth,Copper,N/A,Smooth,Silver,N/A,Broad,Regular Interval,Linear (Parallel Margins & Elongate),Spiny,VelvetyDusty,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,White,N/A,Seeds,Grain,Water,Compound,Sphere,Small (5-10mm),Curly,Waxy,Terminal,Musky,Annual (Once),Waxy,Red,Mottled,4-9,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Tincture,Insecticide,Medicinal / Other,Powder,Bitter,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Medicinal / Other,Infusion,Depurative,
Herbaceous,Sub-Terrestrial,Plains / Savannah,Common,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Ordered,Rhizoid,Smooth,Yellow,N/A,Smooth,Silver,N/A,Waxy,Yellow,N/A,Blades,Random Interval,Spear-Shaped (Pointed Barbbed-Base),Sinuate,Scaly,Cross-Venulate (Small Veins Connecting Secondary Veins),Singles (1),Smooth,Black,N/A,Seeds,Grain,Other,Bunches,Spike,Huge (>10cm),Oval,Smooth,Branch Points,Sweet,Annual (Once),Waxy,Yellow,Iridescent,1-3,0,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Edible,Raw,N/A,Medicinal / Other,Cold Compress,Antispasmodic,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Steeped,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Common,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,Radial,Fibrous,Waxy,Green,N/A,Smooth,Grey,N/A,Waxy,Gold,N/A,Compound,Regular Interval,Acuminate (Taper to Long Point),Lobate,Waxy & Smooth,Parallel (Veins Arranged Axially Not Intersecting),Singles (1),Smooth,Blue,N/A,Seeds,Fruit,Animal,Other,Disc,Avg. (1-5cm),Blade,Velvety,Stem / Trunk,Sweet,Annual (Once),Waxy,White,Solid,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Dried,N/A,Medicinal / Other,Vapor / Smoke,Diuretic,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Ground,Balsam,Edible,Dried,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Average (25cm-1m),Creeper Vine & Creeper Vine,None,Fibrous,Smooth,Yellow,N/A,Rough,Violet,N/A,Smooth,Green,N/A,Blades,Branch Points,Spear-Shaped (Pointed Barbbed-Base),Sinuate,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Smooth,Blue,N/A,Suckers,Grain,Wind,Bunches,Spike,Tiny (<5mm),Curly,Scaly,Branch Points,Sweet,Annual (Once),Smooth,Green,Solid,10+,1,Photo / Chemo-Synthetic,Mobile,Non-Sentient,N/A,Medicinal / Other,Powder,Haemostatic,Medicinal / Other,Other,Restorative,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Cold Compress,Anodyne,
Woody,Terrestrial,Plains / Savannah,Common,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Radial,Advantageous,Flaky,Brown,N/A,Rough,Brown,N/A,Rough,Silver,N/A,Broad,Branch Points,Flabellate (Fan Shaped),Smooth,Smooth,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Scaly,Green & Orange,Solid,Seeds,Fruit,Animal,Pairs,Bell,Tiny (<5mm),Wavy,Hairy,Random Interval,Foul,Poly-Annual (2-7 Years),Rough,Green,Spotted,1-3,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Blanched,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Ground,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Boiled,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Large (1-10m),Multiple Stems / Trunks,Random,Fibrous,Smooth,Yellow,N/A,Flaky,Blue,N/A,Smooth,Green,N/A,Compound,Regular Interval,Lanceolate (Pointed at Both Ends),Smooth & Serate,Hairy,Arcute (Secondary Veins Bending Towards Apex),Singles (1),Other,Grey,N/A,Suckers,Grain,Gravity,Compound,Cone,Tiny (<5mm),Blade,Smooth,Random Interval,Sweet,Perennial (Yearly),Smooth,White,Spotted,10+,5+,Parasitic,Light,Non-Sentient,N/A,Medicinal / Other,Powder,Cathartic,Medicinal / Other,Decoction,Re-Roll,N/A,N/A,N/A,Medicinal / Other,Tincture,Re-Roll,Nutritious / Tasty & Medicinal / Other,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Sub-Terrestrial,Desert / Waste,Common,Medium Patch (12-120),Small (5-25cm),Multiple Stems / Trunks,Radial,Fibrous,Scaly,Yellow,N/A,Rough,Brown,N/A,Smooth,Green,N/A,Broad,Terminal,Palmate (Hand-Like),Serrulate & Sinuate,Scaly,Arcute (Secondary Veins Bending Towards Apex),Singles (1),Scaly,Green,N/A,Seeds,Nut,Gravity,Compound,Disc,Avg. (1-5cm),Toothed,Scaly,Regular Interval,None,Perennial (Yearly),Rough,Silver,Translucent,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Powder,Oil,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Medicinal / Other,Tincture,Re-Roll,
Herbaceous,Aquatic,Fresh Water,Common,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Radial,Bulb,Smooth,Yellow,N/A,Smooth,White,N/A,Other,Green,N/A,Needles,Random Interval,Truncate (Squared off Apex),Sinuate & Spiny,Smooth,None & Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Waxy,Green,N/A,Seeds,Grain,Wind,Other,Spike,Avg. (1-5cm),Wavy,Smooth,Random Interval,Sweet,Perennial (Yearly),Flaky,Grey,Night Blooming,0,5+,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Ointment,Emetic,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Ointment,Stimulant,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Fresh Water,Very Common,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,Radial,Fibrous,Waxy,Green & Black,Phases,Waxy,Green,N/A,Smooth,Yellow,N/A,Broad,Random Interval,Pedate (Palmate Divided Latteral Lobes) & Cuneate (Wedge Accute Base),Smooth,VelvetyDusty,Arcute (Secondary Veins Bending Towards Apex),Singles (1),Other,Yellow,N/A,Other,Grain,Animal,Bunches,Bell,Tiny (<5mm),Wavy,Sticky,Terminal,Sweet,Annual (Once),Waxy,Silver,Blushed,4-9,2-4,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Bath,Depurative,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Desert / Waste,Very Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Waxy,Green,N/A,Smooth,Yellow,N/A,Smooth,Orange,N/A,Broad,Stem / Trunk,Poly-Foliate (2-7 Leaflets),Ciliate,Error: Roll Out of Range,Dichotomous (Veins Branching in Symmetric Pairs),Pairs (2),Smooth,Green,N/A,Seeds,Spore,Animal,Compound,Cone,Large (5-10cm),Toothed,Hairy,Random Interval,None,Annual (Once),Rough,White,Translucent,10+,2-4,Photo / Chemo-Synthetic,Gravity & Light,Non-Sentient,N/A,Medicinal / Other,Rubbed,Expectorant,Edible,Steeped,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Nutritious / Tasty,Steeped,N/A,
Woody,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Small (5-25cm),Multiple Stems / Trunks,Radial,Advantageous,Rough,Yellow,N/A,Flaky,Copper,N/A,Waxy,Red,N/A,Needles,Random Interval,Hastatae (Triangular Basal Lobes),Smooth,Sticky,Palmate (Several Primary Veins Diverging from a Point),Pairs (2),Rough,Green,N/A,Seeds,Nut,Wind,Compound,Disc,Tiny (<5mm),Round,Hairy,Branch Points,Sweet,Perennial (Yearly),Smooth,Orange,Solid & Solid,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Dried,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,Radial,Tap,Rough,Black,N/A,Rough,Gold,N/A,Scaly,Green,N/A,Broad,Branch Points,Truncate (Squared off Apex),Undulate,Sticky,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Grey,N/A,Seeds,Fruit,Animal,Bunches,Spike,Avg. (1-5cm),Curly,Sticky,Terminal,None,Perennial (Yearly),Rough,Brown,Mimicry,1-3,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Dried,N/A,Medicinal / Other,Vapor / Smoke,Antiscrufulous,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Rare,Solitary (1-2),Small (5-25cm),Multiple Stems / Trunks,None,Tap,Waxy,Silver,N/A,Smooth,Brown,N/A,Waxy,Green,N/A,Needles,Terminal,Digitate (Finger-Like Lobes),Sinuate,Scaly,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Brown,N/A,Suckers,Grain,Gravity,Spray,Complex,Huge (>10cm),Wavy,Veined,Terminal & Stem / Trunk,Musky,Other,Waxy,Black,Spotted,4-9,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Roasted,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Blanched,N/A,Medicinal / Other,Poultice,Mucilaginous,
Algae,Aquatic,Brackish,Uncommon,Solitary (1-2),Average (25cm-1m),Colonial Mass,None,None,Smooth,Orange,N/A,Smooth & Rough,White,N/A,Smooth,Red,N/A,None,Regular Interval,Spear-Shaped (Pointed Barbbed-Base),Undulate,VelvetyDusty & Waxy,Dichotomous (Veins Branching in Symmetric Pairs),Whorls (3-5),Smooth,White,N/A,Budding / Fragmentation,Spore,Animal,Pairs,Funnel,Small (5-10mm),Curly,Velvety,Random Interval,Sweet,Perennial (Yearly),Other,Brown,Stripes,10+,2-4,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Marsh / Swamp / Bog,Uncommon,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Ordered,Fibrous,Waxy,Yellow,N/A,Scaly,Gold,N/A,Smooth,Black,N/A,Needles,Regular Interval,Truncate (Squared off Apex),Sinuate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Singles (1),Scaly,Yellow,N/A,Other,Nut,Gravity,Single,Disc,Tiny (<5mm),Blade,Dusty,Random Interval,Sweet,Annual (Once),Flaky,Red,Blushed,4-9,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Boiled,N/A,Medicinal / Other,Ointment,Nervine,N/A,N/A,N/A,Edible,Blanched,N/A,Nutritious / Tasty,Dried,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Very Common,Small Patch (1-12),Large (1-10m),Multiple Stems / Trunks & Stem / Trunk,None,Fibrous,Smooth,Gold,N/A,Waxy & Waxy,Green & Green,Mottled,Smooth,Brown,N/A,Broad,Regular Interval,Poly-Foliate (2-7 Leaflets),Dentate,Scaly,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Rough,Black,N/A,Seeds,Grain,Water,Bunches,Spike,Avg. (1-5cm),Curly,Smooth,Branch Points,None,Perennial (Yearly),Smooth,Gold,Stripes,10+,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Ground,N/A,Nutritious / Tasty,Blanched,N/A,N/A,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Nutritious / Tasty,Boiled,N/A,Nutritious / Tasty,Boiled,N/A,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Uncommon,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Radial,Tap,Smooth,Orange,N/A,Smooth,Green,N/A,Waxy,Brown,N/A,Compound,Random Interval,Cordate (Heart Stem in Cleft),Serate,Hairy,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,Green,N/A,Suckers & Suckers,Fruit,Water,Single,Cone,Tiny (<5mm),Round & Wavy,Hairy,Random Interval,None,Annual (Once),Flaky,Grey,Blushed,1-3,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Wash,Hepatic,Non-Edible,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Medicinal / Other,Ointment,Emmenagogue,
Fungus,Terrestrial,Forest / Jungle,Common,Solitary (1-2),Tiny (<5cm),Multiple Stems / Trunks,Radial,None,Smooth,Grey,N/A,Smooth,Red,N/A,Smooth,Yellow,N/A,Blades,Terminal,Deltoid (Triangular),Smooth,Waxy,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Flaky,Yellow,N/A,Seeds,Spore,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,Motile,Non-Sentient,N/A,Edible,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Raw,N/A,Nutritious / Tasty,Dried,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Common,Solitary (1-2),Huge (>10m),Stem / Trunk,Radial,Fibrous,Smooth,Black,N/A,Rough,Green,N/A,Scaly,Yellow,N/A,Broad,Random Interval,Hastatae (Triangular Basal Lobes),Crenate,VelvetyDusty,None,Pairs (2),Smooth & Smooth,Silver,N/A,Seeds,Grain,Gravity,Spray,Complex,Small (5-10mm),Thread,Waxy,Terminal,Other / Specific,Annual (Once),Smooth,Green,Translucent,4-9,2-4,Parasitic,Gravity,Non-Sentient,N/A,Medicinal / Other,Re-Roll,Coagulant,Medicinal / Other,Wash,Hydragogue,N/A,N/A,N/A,Medicinal / Other,Rubbed,Hepatic,Medicinal / Other,Ointment,Re-Roll,Nutritious / Tasty,Ground,N/A,
Woody,Terrestrial,Plains / Savannah,Common,Medium Patch (12-120),Small (5-25cm),Creeper Vine,Radial,Advantageous,Scaly,Green,N/A,Other,Gold,N/A,Smooth,Green,N/A,Broad,Regular Interval,Subulate (Awl),Sinuate,Smooth,Reticulate (Smaller Veins Forming a Network),Whorls (3-5),Flaky,Yellow,N/A,Seeds,Grain,Wind,Compound,Complex,Large (5-10cm),Round,Waxy,Random Interval,Musky,Annual (Once),Scaly,Black,Iridescent,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Dried,N/A,
Woody,Terrestrial,Plains / Savannah,Uncommon,Solitary (1-2),Huge (>10m),Stem / Trunk,Radial,Fibrous,Smooth,Orange,N/A,Flaky,Grey,N/A,Scaly,Black,N/A,Compound,Regular Interval,Lobed (Deeply Indented Margins),Spiny,Scaly,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Rough,Yellow,N/A,Suckers,Nut,Gravity,Single,Disc,Large (5-10cm),Feathery,Smooth,Terminal,Sweet,Perennial (Yearly),Smooth,Copper,Solid,1-3,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Steeped,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Edible,Ground,N/A,Non-Edible,N/A,N/A,Edible,Ground,N/A,
Woody,Terrestrial,Forest / Jungle & Plains / Savannah,Rare,Solitary (1-2),Large (1-10m),Creeper Vine,Radial,Tap,Scaly,Yellow,N/A,Scaly,Orange,N/A,Flaky,White,N/A,Needles,Terminal,Elliptic (Oval Small or No Point) & Orbicular (Circular),Denticulate,Sticky,Parallel (Veins Arranged Axially Not Intersecting),Whorls (3-5),Scaly,Brown,N/A,Seeds,Fruit,Animal,Single,Funnel,Large (5-10cm),Oval,Sticky & Veined,Terminal,Sweet,Poly-Annual (2-7 Years),Smooth,Yellow,Solid,0,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Decoction,Re-Roll,Medicinal / Other,Ground,Bitter,Non-Edible,N/A,N/A,Medicinal / Other,Powder,Purgative,Medicinal / Other & Medicinal / Other,N/A,N/A,Nutritious / Tasty,Raw,N/A,
Fungus,Sub-Terrestrial,Desert / Waste,Common,Small Patch (1-12),Tiny (<5cm),Stem / Trunk,None,None,Smooth,Silver,N/A,Smooth,Yellow & Silver,Stripes,Smooth,Blue,N/A,Needles,Terminal,Digitate (Finger-Like Lobes),Spiny,Hairy,Arcute (Secondary Veins Bending Towards Apex),Pairs (2),Scaly,Green,N/A,Seeds,Spore,Gravity,Pairs,Sphere,Large (5-10cm),Wavy,Sticky,Random Interval,Foul,Perennial (Yearly),Smooth,White,Patches,10+,2-4,Decay,Heat,Non-Sentient,N/A,Medicinal / Other,Powder,Laxative,Medicinal / Other,Wash,Antipyretic,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Raw,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Desert / Waste,Very Common,Small Patch (1-12),Huge (>10m),Stem / Trunk,Radial,Tubers,Smooth,Silver,N/A,Smooth,Green,N/A,Smooth,Brown,N/A,Compound,Terminal,Orbicular (Circular),Smooth,Waxy,None,Clusters (6+),Rough,Grey,N/A,Seeds,Grain,Animal,Pairs,Bell,Avg. (1-5cm),Blade,Velvety,Regular Interval,Foul,Perennial (Yearly),Scaly,Copper,Blushed,10+,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Ointment,Emetic,Non-Edible,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Medicinal / Other,Crushed,Galactagogue,Edible,Boiled,N/A,
Herbaceous,Aquatic,Fresh Water,Common,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Radial,Tubers,Rough,Gold,N/A,Smooth,White,N/A,Smooth,Brown & Violet,Translucent,Broad & Blades,Terminal,Digitate (Finger-Like Lobes),Smooth,Sticky,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,Brown,N/A,Seeds,Grain,Other,Spray,Bell,Small (5-10mm),Curly,Velvety & Smooth,Stem / Trunk,None,Annual (Once),Smooth,Brown,Solid,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Crushed,Colorant,
Woody,Terrestrial,Marsh / Swamp / Bog & Forest / Jungle,Uncommon,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Smooth,Blue,N/A,Rough,Green,N/A,Smooth,Brown,N/A,Broad,Random Interval,Palmate (Hand-Like),Lobate,Scaly,Arcute (Secondary Veins Bending Towards Apex),Whorls (3-5),Rough,Copper,N/A,Seeds,Fruit,Animal,Compound,Bell,Small (5-10mm),Blade,Velvety,Branch Points,None,Annual (Once),Other,Green,Mimicry,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Dried,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Cold Extract,Haemostatic,Medicinal / Other,Crushed,Appetizer,Nutritious / Tasty,Blanched,N/A,
