1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5c: Surface For Flowers,5d: Color For  Flowers,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Herbaceous,Terrestrial,Plains / Savannah & Plains / Savannah,Rare,Solitary (1-2),Small (5-25cm),Creeper Vine,None,Tap,Smooth,Green,N/A,Smooth,Orange,N/A,Waxy,White,N/A,Blades,Branch Points,Ovate (Egg Wide at Base),Spiny,Smooth,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Other,Green,N/A,Suckers,Fruit,Water,Compound,Disc,Avg. (1-5cm),Oval,Veined,Terminal,Musky,Annual (Once),Waxy,Grey,Solid,1-3,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Blanched,N/A,Medicinal / Other,Tincture,Antibiotic,Edible,Blanched,N/A,N/A,N/A,N/A,Medicinal / Other,Ground,Rubefacient,Edible,Roasted,N/A,
Woody,Terrestrial,Forest / Jungle,Rare,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,Radial,Fibrous,Smooth,Brown,N/A,Other,Green,N/A,Scaly,Yellow,N/A,Compound,Random Interval & Random Interval,Cuneate (Wedge Accute Base),Smooth,Waxy,Parallel (Veins Arranged Axially Not Intersecting),Singles (1),Smooth,Gold,N/A,Seeds,Nut,Gravity,Pairs,Funnel,Large (5-10cm),Round & Wavy,Smooth,Regular Interval,Sweet,Perennial (Yearly),Rough,Violet,Solid,4-9,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Steeped,N/A,N/A,N/A,N/A,Edible & Nutritious / Tasty,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Salt Water,Very Common,Small Patch (1-12),Small (5-25cm),Stem / Trunk,Radial,Fibrous,Smooth,Yellow,N/A,Smooth,Green,N/A,Smooth,Gold,N/A,Compound,Random Interval,Poly-Foliate (2-7 Leaflets),Dentate,Scaly,None,Pairs (2),Waxy,Grey,N/A,Budding / Fragmentation,Grain,Gravity,Bunches,Bell,Large (5-10cm),Curly,Velvety,Branch Points,Sweet,Annual (Once),Scaly,White,Blushed,1-3,5+,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Medicinal / Other,Fomentation,Glue,Medicinal / Other,Vapor / Smoke,Re-Roll,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Whole,Cathartic,
Herbaceous,Terrestrial,Hills / Scrub,Uncommon,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Tap,Scaly,Violet,N/A,Waxy,Yellow,N/A,Smooth,Silver,N/A,Needles,Terminal,Truncate (Squared off Apex),Spiny,Error: Roll Out of Range,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Singles (1),Rough,Black,N/A,Suckers,Grain,Water,Spray,Bell,Huge (>10cm),Oval,Sticky,Terminal,Sweet,Annual (Once),Smooth,Grey,Stripes,4-9,5+,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Medicinal / Other,Tincture,Vermicide,Edible,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Nutritious / Tasty,Ground,N/A,
Woody,Terrestrial,Forest / Jungle,Rare,Solitary (1-2),Large (1-10m),Stem / Trunk,Radial,Fibrous,Waxy,Gold,N/A,Rough,Green,N/A,Smooth,Silver & Blue,Luminescent,Broad,Terminal,Rhomboid (Diamond),Lobate,VelvetyDusty,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Rough,Grey,N/A,Seeds,Fruit,Animal,Single,Cone,Large (5-10cm),Blade,Scaly,Stem / Trunk,Sweet,Perennial (Yearly),Flaky,Orange,Mottled,10+,1,Photo / Chemo-Synthetic,Motile,Non-Sentient,N/A,Edible & Edible,N/A,N/A,Edible,Dried,N/A,Medicinal / Other,Ground,Antipyretic,Edible,Roasted,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Rare,Small Patch (1-12),Average (25cm-1m),Creeper Vine,Radial,Tap,Waxy,Yellow,N/A,Smooth,Green,N/A,Smooth,Copper,N/A,Compound,Random Interval,Cordate (Heart Stem in Cleft),Serate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Pairs (2),Smooth,Grey,N/A,Suckers,Spore,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Nutritious / Tasty,Roasted,N/A,
Woody,Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Bulb,Rough,Green,N/A,Waxy,Gold & White,Iridescent,Smooth,Brown,N/A,Needles,Random Interval,Aristate (Spine-Like Tip),Spiny,Waxy,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Flaky,Yellow,N/A,Seeds,Fruit,Water,Bunches,Cone,Small (5-10mm),Blade,Smooth,Terminal,Sweet,Perennial (Yearly),Waxy,Yellow,Solid,4-9,0,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,Edible,Roasted,N/A,Medicinal / Other,Vapor / Smoke,Fungicide,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Plains / Savannah & Plains / Savannah,Uncommon,Solitary (1-2),Huge (>10m),Stem / Trunk,Ordered,Fibrous,Smooth,Blue,N/A,Rough,Silver,N/A,Flaky,Green & White,Luminescent,Broad,Terminal,Digitate (Finger-Like Lobes),Undulate,Hairy,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Rough,Green,N/A,Seeds,Nut,Gravity,Single,Disc,Large (5-10cm),Curly,Velvety & Smooth,Stem / Trunk,Sweet,Perennial (Yearly),Smooth,Grey,Mottled,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Roasted,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Cold Compress,Re-Roll,
Herbaceous,Aquatic,Fresh Water,Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Random,Tap,Smooth,Violet,N/A,Waxy,Brown,N/A,Smooth,Green,N/A,Broad,Branch Points,Ovate (Egg Wide at Base),Lobate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Smooth,Violet,N/A,Seeds,Grain,Animal,Bunches,Funnel,Avg. (1-5cm),Curly,Veined,Random Interval,Sweet,Annual (Once),Waxy,Brown,Stripes & Solid,10+,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Roasted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,
Fungus,Aquatic,Fresh Water,Common,Solitary (1-2),Tiny (<5cm),Colonial Mass,None,Rhizoid,Smooth,Black,N/A,Smooth,Red,N/A,Waxy,Brown,N/A,Broad,Terminal,Obcordate (Heart Stem at Point),Sinuate,Scaly,Dichotomous (Veins Branching in Symmetric Pairs),Whorls (3-5),Smooth,Green,N/A,Seeds,Spore,Gravity,Other,Bell,Avg. (1-5cm),Toothed,Waxy,Branch Points,Sweet,Other,Smooth,Orange,Stripes,0,2-4,Decay,Gravity,Non-Sentient,N/A,Edible,Ground,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Boiled,N/A,
Fungus,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Tiny (<5cm),Colonial Mass,None,Bulb,Smooth,Grey,N/A,Smooth,Brown & Green,Mottled & Mottled,Smooth,Grey,N/A,Broad,Terminal,Obovate (Egg Narrow at Base),Serrulate,VelvetyDusty,None,Whorls (3-5),Scaly,Orange,N/A,Seeds,Fruit,Animal,Compound,Disc,Avg. (1-5cm),Curly,Hairy,Regular Interval,Musky,Poly-Annual (2-7 Years),Smooth,Green,Luminescent,10+,1,Decay,None,Non-Sentient,N/A,Edible,Roasted,N/A,Nutritious / Tasty,Ground,N/A,Edible,Blanched,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Nutritious / Tasty,Roasted,N/A,
Fungus,Sub-Terrestrial,Forest / Jungle,Very Common,Solitary (1-2),Small (5-25cm),Stem / Trunk,None,Advantageous,Smooth,Green,N/A,Smooth,Violet,N/A,Scaly,Brown,N/A,Broad,Terminal,Lanceolate (Pointed at Both Ends),Lobate,Sticky,Parallel (Veins Arranged Axially Not Intersecting),Pairs (2),Smooth,Silver,N/A,Seeds,Spore,Wind,Single,Disc,Avg. (1-5cm),Blade,Velvety,Branch Points,Musky,Other,Other,Grey,Night Blooming,10+,2-4,Decay,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Ground,N/A,Non-Edible,N/A,N/A,
Herbaceous,Sub-Terrestrial,Hills / Scrub,Uncommon,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,None,Rhizoid,Smooth,Green,N/A,Other,Blue,N/A,Waxy,Copper,N/A,Broad,Terminal,Poly-Foliate (2-7 Leaflets),Sinuate,Error: Roll Out of Range,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Smooth,Red,N/A,Seeds,Grain,Wind,Other,Cone,Avg. (1-5cm),Curly,Dusty,Branch Points,Sweet,Poly-Annual (2-7 Years),Smooth,Green,Stripes,10+,1,Parasitic,Gravity,Non-Sentient,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Boiled,N/A,
Woody,Aquatic,Fresh Water,Uncommon,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Tap,Waxy,Green,N/A,Rough,Orange,N/A,Smooth,Green,N/A,Needles,Terminal,Ovate (Egg Wide at Base),Undulate,Sticky,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Singles (1),Scaly,Brown,N/A,Seeds,Fruit,Water,Spray,Bell,Small (5-10mm),Thread,Hairy,Terminal,Sweet,Annual (Once),Waxy,Yellow,Blushed,1-3,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Huge (>10m),Multiple Stems / Trunks,Radial,Advantageous,Rough,Red,N/A,Smooth,Red,N/A,Scaly,Red,N/A,Needles,Terminal,Spatulate (Spoon),Ciliate,Hairy,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,Silver,N/A,Budding / Fragmentation,Grain,Gravity,Bunches,Funnel,Small (5-10mm),Curly,Velvety,Regular Interval,Sweet,Other,Rough,Brown,Mimicry,10+,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Powder,Purgative,Non-Edible,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Boiled,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Forest / Jungle,Uncommon,Large Patch (120+),Large (1-10m),Creeper Vine,Random,Tap,Flaky,Brown,N/A,Rough,White,N/A,Waxy,Grey,N/A,Needles,Terminal,Obovate (Egg Narrow at Base),Ciliate & Smooth,Waxy,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Green,N/A,Seeds,Fruit,Water,Compound,Cone,Avg. (1-5cm),Round,Waxy,Random Interval,Foul,Poly-Annual (2-7 Years),Smooth,Green,Patches,1-3,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Whole,Anticoagulant,Non-Edible,N/A,N/A,Medicinal / Other,Ground,Aperient,Non-Edible,N/A,N/A,Medicinal / Other,Crushed,Sedative,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Fresh Water,Uncommon,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Random,Tap,Other,Gold,N/A,Smooth,Silver,N/A,Waxy,Yellow,N/A,Broad,Terminal,Acuminate (Taper to Long Point),Undulate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Flaky,Green,N/A,Suckers,Fruit,Animal,Single,Disc,Huge (>10cm),Oval,Smooth,Random Interval,Musky,Annual (Once),Smooth,Copper,Stripes,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Edible,Dried,N/A,Medicinal / Other,Vapor / Smoke,Refridgerant,N/A,N/A,N/A,Edible,Boiled,N/A,Edible,Blanched,N/A,
Woody,Terrestrial,Marsh / Swamp / Bog,Common,Large Patch (120+),Large (1-10m),Multiple Stems / Trunks,Random,Fibrous,Rough,Green,N/A,Rough,Green,N/A,Smooth,Copper,N/A,Compound,Terminal,Linear (Parallel Margins & Elongate),Smooth,Sticky,Parallel (Veins Arranged Axially Not Intersecting),Whorls (3-5),Smooth,Yellow,N/A,Seeds,Spore,Gravity,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Roasted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Powder,Narcotic,Non-Edible,N/A,N/A,
Woody,Terrestrial,Forest / Jungle,Common,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,Ordered,Tubers,Smooth,Copper,N/A,Flaky,Red,N/A,Smooth,Gold,N/A,Needles,Terminal,Elliptic (Oval Small or No Point),Sinuate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Whorls (3-5) & Clusters (6+),Rough,Black,N/A,Seeds,Grain,Gravity,Bunches,Disc,Large (5-10cm),Curly & Round,Velvety,Regular Interval,Sweet,Poly-Annual (2-7 Years),Scaly,Blue,Night Blooming,4-9,0,Decay,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Bath,Antiperodic,Medicinal / Other,Cold Compress,Nauseant,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Common,Medium Patch (12-120),Small (5-25cm),Multiple Stems / Trunks,Random,Fibrous,Rough,Copper,N/A,Smooth,Blue,N/A,Smooth,Yellow,N/A,Compound,Branch Points,Orbicular (Circular),Denticulate,Hairy,Pinnate (Secondary Veins Paired Oppositely),Whorls (3-5),Smooth,Violet & Brown,Solid,Seeds,Fruit,Animal,Spray,Bell,Large (5-10cm),Feathery,Dusty,Terminal,Foul,Annual (Once),Waxy,Violet,Patches,1-3,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Dried,N/A,Nutritious / Tasty,Raw,N/A,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other & Edible,N/A,N/A,
Herbaceous,Aquatic,Salt Water,Rare,Small Patch (1-12),Average (25cm-1m),Creeper Vine & Creeper Vine,None,Bulb,Smooth,Green,N/A,Waxy,Grey,N/A,Other,Green,N/A,Blades,Terminal,Cordate (Heart Stem in Cleft),Serrulate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Smooth,Green,N/A,Seeds,Grain,Water,Other,Funnel,Avg. (1-5cm),Blade,Smooth,Terminal,None,Poly-Annual (2-7 Years),Smooth,Brown,Mimicry,10+,2-4,Parasitic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Cold Extract,Re-Roll,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Edible,Boiled,N/A,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Common,Medium Patch (12-120),Huge (>10m),Creeper Vine,Random,Fibrous,Smooth,Silver,N/A,Waxy,Green,N/A,Scaly,Silver,N/A,Broad,Terminal,Spear-Shaped (Pointed Barbbed-Base),Smooth & Smooth,VelvetyDusty,Cross-Venulate (Small Veins Connecting Secondary Veins),Singles (1),Flaky,Green,N/A,Suckers,Grain,Gravity,Pairs,Bell,Avg. (1-5cm),Toothed,Velvety,Branch Points,Other / Specific,Annual (Once),Smooth,Red,Night Closing,4-9,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Medicinal / Other,Wash,Antibiotic,Medicinal / Other,Poultice,Acrid,
Herbaceous,Aquatic,Fresh Water,Common,Large Patch (120+),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Other,Green,N/A,Smooth,Red,N/A,Smooth,Copper & Orange,Phases,Broad,Regular Interval,Lobed (Deeply Indented Margins),Serate,VelvetyDusty,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Grey & Blue,Phases,Seeds,Fruit,Animal,Single,Funnel,Large (5-10cm),Curly,Waxy,Terminal,Sweet,Annual (Once),Other,Copper,Blushed,10+,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Edible,Dried,N/A,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,Nutritious / Tasty,Steeped,N/A,Nutritious / Tasty,Steeped,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Ordered,Fibrous,Smooth,Yellow,N/A,Smooth,Orange,N/A,Smooth,Green,N/A,Broad,Branch Points,Pinnatisect (Deep Opposite Lobing),Smooth,Sticky,None,Singles (1),Smooth,Green,N/A,Seeds,Grain,Gravity,Pairs,Complex,Large (5-10cm),Wavy,Smooth,Random Interval,Foul,Annual (Once),Smooth,Green,Spotted,4-9,2-4,Decay,Light,Non-Sentient,N/A,Medicinal / Other & Edible,N/A,N/A,Edible,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty & Edible,N/A,N/A,Medicinal / Other,Powder,Vulnerary,
Herbaceous,Terrestrial,Plains / Savannah,Common,Small Patch (1-12),Average (25cm-1m),Creeper Vine,Random,Fibrous,Waxy,Violet,N/A,Rough,Blue,N/A,Smooth,Green,N/A,Broad,Random Interval,Rhomboid (Diamond),Spiny,Sticky,Reticulate (Smaller Veins Forming a Network),Whorls (3-5),Smooth,White,N/A,Suckers,Grain,Animal,Spray,Bell,Avg. (1-5cm),Oval,Dusty,Terminal,Sweet,Annual (Once),Smooth,Gold,Blushed,10+,2-4,Photo / Chemo-Synthetic,None,Sentient,Instinctual,Edible & Nutritious / Tasty,N/A,N/A,Medicinal / Other,Crushed,Analgesic,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Boiled,N/A,Nutritious / Tasty,Raw,N/A,
Woody,Terrestrial,Forest / Jungle & Forest / Jungle,Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Flaky,Blue,N/A,Smooth,Grey,N/A,Smooth,Green,N/A,Needles,Terminal,Cuneate (Wedge Accute Base),Dentate,Scaly,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Gold,N/A,Seeds,Nut,Animal,Bunches,Spike,Tiny (<5mm),Oval,Velvety,Regular Interval,Sweet,Perennial (Yearly),Smooth,Blue,Spotted,4-9,2-4,Decay,Gravity,Non-Sentient,N/A,Edible,Steeped,N/A,Nutritious / Tasty,Steeped,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,Nutritious / Tasty,Blanched,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Smooth,Yellow,N/A,Smooth,Yellow,N/A,Scaly,Grey,N/A,Broad,Regular Interval,Rhomboid (Diamond),Ciliate,Sticky,Palmate (Several Primary Veins Diverging from a Point) & Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Orange,N/A,Budding / Fragmentation,Fruit,Animal,Single,Sphere,Avg. (1-5cm),Blade,Smooth,Regular Interval,Foul,Perennial (Yearly),Smooth,Green,Mimicry,0,5+,Decay,Light,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Edible,Boiled,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Edible,Raw,N/A,
Woody,Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Tap,Rough,Red,N/A,Flaky,Copper,N/A,Flaky,Brown,N/A,Compound,Random Interval,Linear (Parallel Margins & Elongate),Smooth,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Pairs (2),Scaly,Violet,N/A,Seeds,Nut,Other,Pairs,Disc,Large (5-10cm),Oval & Thread,Hairy,Regular Interval,Sweet,Perennial (Yearly),Flaky,Brown,Blushed,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Rubbed,Cathartic,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Poultice,Counterirritant,Non-Edible,N/A,N/A,Medicinal / Other,Wash,Antiperodic,
Herbaceous,Terrestrial,Forest / Jungle,Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Random,Fibrous,Waxy,Orange,N/A,Smooth,Grey,N/A,Smooth,White,N/A,Compound,Terminal,Palmate (Hand-Like),Serate,Smooth,Reticulate (Smaller Veins Forming a Network),Whorls (3-5),Smooth,Green,N/A,Budding / Fragmentation,Fruit,Water,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,Edible,Dried,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Edible,Boiled,N/A,
Herbaceous,Sub-Terrestrial,Forest / Jungle & Plains / Savannah,Rare,Large Patch (120+),Average (25cm-1m),Creeper Vine,Random,Tap,Smooth,Yellow,N/A,Smooth,Yellow,N/A,Smooth,Yellow,N/A,Compound,Branch Points,Elliptic (Oval Small or No Point),Dentate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Singles (1),Smooth,Yellow,N/A,Other,Grain,Water,Spray,Bell,Avg. (1-5cm),Oval,Waxy,Regular Interval,Sweet,Annual (Once),Smooth,Green,Stripes,1-3,0,Parasitic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Crushed,Antibiotic,Medicinal / Other,Decoction,Re-Roll,
Herbaceous,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Smooth,Red,N/A,Smooth,Green,N/A,Smooth,Green,N/A,Broad,Regular Interval,Digitate (Finger-Like Lobes),Lobate & Lobate,VelvetyDusty,None,Singles (1),Smooth,Yellow,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Mobile,Non-Sentient,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Powder,Insecticide,Nutritious / Tasty,Dried,N/A,
Fungus,Aquatic,Brackish,Rare,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,Random,Rhizoid,Smooth,Green,N/A,Smooth,Yellow,N/A,Flaky,Grey,N/A,Scales,Terminal,Ovate (Egg Wide at Base) & Subulate (Awl),Lobate,Smooth,None,Whorls (3-5),Waxy,Green,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,Touch,Non-Sentient,N/A,Edible,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Edible,Dried,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Common,Small Patch (1-12),Small (5-25cm),Creeper Vine,Ordered,Fibrous,Waxy,Green & Green,Solid,Waxy,Black,N/A,Smooth,Black,N/A,Broad,Terminal,Orbicular (Circular),Dentate,Hairy,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Waxy,Copper,N/A,Seeds,Grain,Other,Pairs,Funnel,Large (5-10cm),Thread,Sticky,Terminal,Musky,Poly-Annual (2-7 Years),Waxy,Green,Luminescent,1-3,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Wash,Restorative,Edible,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Edible,Dried,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Average (25cm-1m),Creeper Vine,Random,Tap,Rough,White,N/A,Waxy,Blue,N/A,Waxy,Green,N/A,Broad,Branch Points,Acicular (Needle),Serate,Hairy,Dichotomous (Veins Branching in Symmetric Pairs),Whorls (3-5),Smooth,Yellow,N/A,Seeds,Grain,Gravity,Bunches,Bell,Large (5-10cm),Blade,Smooth,Terminal,None,Poly-Annual (2-7 Years),Waxy,Silver,Translucent,0,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Dried,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Blanched,N/A,Non-Edible,N/A,N/A,
